Order Number,Order Date,Sales Channel,Currency,Warehouse,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,name,county,state_code,state,type,latitude,longitude,population,households,median_income,Profit,Profit Margin (%)
SO - 0005760,2016-10-27,Wholesale,USD,AXW291,7,2398.6,16790.2,1750.978,Wise Company,Product 6,Joliet,Kendall County/Will County,IL,Illinois,City,41.5177,-88.14885,147861,46895,60976,15039.222,89.57
SO - 0007559,2016-10-27,Wholesale,USD,AXW291,9,3289.7,29607.3,2500.172,Viva Ltd,Product 3,Arden-Arcade,Sacramento County,CA,California,CDP,38.60336,-121.38005,92844,40602,45489,27107.128,91.56
SO - 0006803,2016-10-27,Wholesale,USD,GUT930,7,1943.0,13601.0,835.49,Organon Corp,Product 18,Fayetteville,Washington County,AR,Arkansas,City,36.06258,-94.15743,82830,33063,39432,12765.51,93.86
SO - 0005233,2016-10-28,Export,USD,GUT930,12,227.8,2733.6,111.622,Meejo Corp,Product 21,Lake Charles,Calcasieu Parish,LA,Louisiana,City,30.22659,-93.21738,76070,30141,36751,2621.978,95.92
SO - 0004592,2016-10-28,Wholesale,USD,AXW291,12,5406.9,64882.8,3676.692,Viva Ltd,Product 12,Reston,Fairfax County,VA,Virginia,CDP,38.96872,-77.3411,59217,25324,110401,61206.108,94.33
SO - 0010074,2016-10-28,Wholesale,USD,FLR025,12,964.8,11577.6,549.936,Bluezoom Group,Product 26,Lehi,Utah County,UT,Utah,City,40.39162,-111.85077,58486,13732,77662,11027.664,95.25
SO - 0002757,2016-10-28,Wholesale,USD,GUT930,11,167.5,1842.5,103.85,sanofi-ave Group,Product 16,York,DuPage County,IL,Illinois,Township,41.86177,-87.9761,125730,47997,76285,1738.65,94.36
SO - 0008272,2016-10-28,Wholesale,USD,FLR025,7,5540.9,38786.3,2437.996,Eidel Corp,Product 16,West Allis,Milwaukee County,WI,Wisconsin,City,43.01668,-88.00703,60620,27457,45221,36348.304,93.71
SO - 0005601,2016-10-28,Wholesale,USD,AXW291,10,1695.1,16951.0,1406.933,Topco Company,Product 2,Meriden,New Haven County,CT,Connecticut,City,41.53815,-72.80704,59988,24663,54588,15544.067,91.7
SO - 0003738,2016-10-28,Export,USD,GUT930,8,3001.6,24012.8,2341.248,Liberty Group,Product 24,Perth Amboy,Middlesex County,NJ,New Jersey,City,40.50677,-74.26542,52682,16269,44024,21671.552,90.25
SO - 0005741,2016-10-28,Wholesale,USD,FLR025,9,4013.3,36119.7,2207.315,Oba Company,Product 27,Arlington Heights,Cook County,IL,Illinois,Village,42.08836,-87.98063,75926,30358,81059,33912.385,93.89
SO - 0004586,2016-10-28,Wholesale,USD,NXH382,8,1072.0,8576.0,578.88,Browsetype Corp,Product 22,Albuquerque,Bernalillo County,NM,New Mexico,City,35.08449,-106.65114,559121,222098,47030,7997.12,93.25
SO - 0009357,2016-10-28,Wholesale,USD,AXW291,10,2391.9,23919.0,1793.925,Twitterbri Ltd,Product 2,Murrieta,Riverside County,CA,California,City,33.55391,-117.21392,109830,32685,74610,22125.075,92.5
SO - 0009646,2016-10-28,Distributor,USD,AXW291,5,1005.0,5025.0,603.0,Talane Group,Product 26,Petaluma,Sonoma County,CA,California,City,38.23242,-122.63665,60438,21616,80276,4422.0,88.0
SO - 0009423,2016-10-28,Wholesale,USD,FLR025,10,5138.9,51389.0,4162.509,Rooxo Company,Product 1,Irving,Dallas County,TX,Texas,City,32.81402,-96.94889,236607,83649,52154,47226.491,91.9
SO - 0004699,2016-10-28,Wholesale,USD,AXW291,8,1239.5,9916.0,706.515,Muxo Group,Product 3,San Mateo,San Mateo County,CA,California,City,37.56299,-122.32553,103536,37861,90208,9209.485,92.88
SO - 0005441,2016-10-28,Distributor,USD,AXW291,9,958.1,8622.9,469.469,Skyvu Group,Product 10,Franklin,Somerset County,NJ,New Jersey,Township,40.47687,-74.55045,66158,23632,90949,8153.431,94.56
SO - 0005703,2016-10-28,Wholesale,USD,AXW291,9,1078.7,9708.3,571.711,Zoonder Group,Product 3,Frankfort (Township),Will County,IL,Illinois,Township,41.5136,-87.84645,58934,19051,96853,9136.589,94.11
SO - 0007097,2016-10-28,Wholesale,USD,AXW291,7,1105.5,7738.5,818.07,Twitterbri Ltd,Product 5,Bismarck,Burleigh County,ND,North Dakota,City,46.80833,-100.78374,71167,29716,58901,6920.43,89.43
SO - 0007610,2016-10-28,Distributor,USD,NXH382,9,991.6,8924.4,436.304,Terumo Corp,Product 13,Mount Vernon,Westchester County,NY,New York,City,40.9126,-73.83708,68628,24989,50952,8488.096,95.11
SO - 0007187,2016-10-28,Wholesale,USD,AXW291,11,1031.8,11349.8,588.126,Eire Corp,Product 7,Anaheim,Orange County,CA,California,City,33.83529,-117.9145,350742,99670,60752,10761.674,94.82
SO - 0005426,2016-10-28,Wholesale,USD,GUT930,10,2499.1,24991.0,1949.298,Gigabox Group,Product 1,Florissant,St. Louis County,MO,Missouri,City,38.78922,-90.32261,52268,21024,50767,23041.702,92.2
SO - 0001631,2016-10-28,Wholesale,USD,GUT930,8,3919.5,31356.0,2900.43,Quaxo Ltd,Product 18,Centennial,Arapahoe County,CO,Colorado,City,39.57916,-104.87692,109741,38991,91941,28455.57,90.75
SO - 0001572,2016-10-28,Export,USD,AXW291,5,1118.9,5594.5,749.663,Jayo Company,Product 11,Milpitas,Santa Clara County,CA,California,City,37.42827,-121.90662,77604,20792,100242,4844.837,86.6
SO - 000232,2016-10-28,Wholesale,USD,GUT930,7,1112.2,7785.4,811.906,Cogidoo Company,Product 26,Norwalk,Fairfield County,CT,Connecticut,City,41.1176,-73.4079,88485,34137,76987,6973.494,89.57
SO - 000866,2016-10-28,Distributor,USD,GUT930,12,1112.2,13346.4,578.344,Skyble Corp,Product 29,Eagan,Dakota County,MN,Minnesota,City,44.80413,-93.16689,66286,25831,82265,12768.056,95.67
SO - 0002096,2016-10-28,Export,USD,GUT930,5,1835.8,9179.0,844.468,Aromaticos Company,Product 26,High Point,Davidson County/Randolph County/Forsyth County/Guilford County,NC,North Carolina,City,35.98998,-79.99047,110268,40973,42299,8334.532,90.8
SO - 0004242,2016-10-28,Wholesale,USD,GUT930,7,5333.2,37332.4,3573.244,Safecor Corp,Product 4,Coral Gables,Miami-Dade County,FL,Florida,City,25.72149,-80.26838,51117,17954,93934,33759.156,90.43
SO - 0004442,2016-10-28,Distributor,USD,GUT930,7,1132.3,7926.1,758.641,Mycone Ltd,Product 6,Boston,Suffolk County,MA,Massachusetts,City,42.35843,-71.05977,667137,256294,55777,7167.459,90.43
SO - 0004946,2016-10-28,Wholesale,USD,GUT930,5,1748.7,8743.5,909.324,Army Group,Product 1,Albany,Dougherty County,GA,Georgia,City,31.57851,-84.15574,74843,29076,29676,7834.176,89.6
SO - 0008468,2016-10-28,Wholesale,USD,FLR025,7,5621.3,39349.1,3541.419,Alembic Ltd,Product 1,Bloomington,McLean County,IL,Illinois,City,40.4842,-88.99369,78292,31110,62254,35807.681,91.0
SO - 000512,2016-10-28,Distributor,USD,GUT930,9,241.2,2170.8,135.072,Alembic Ltd,Product 13,Manchester,Hartford County,CT,Connecticut,Town,41.77524,-72.52443,58007,24141,63158,2035.728,93.78
SO - 0001953,2016-10-28,Distributor,USD,GUT930,11,1098.8,12086.8,593.352,Shuffledri Group,Product 27,Aloha,Washington County,OR,Oregon,CDP,45.49428,-122.86705,52902,17144,65765,11493.448,95.09
SO - 0001559,2016-10-28,Wholesale,USD,NXH382,7,1989.9,13929.3,835.758,Jabbercube Corp,Product 21,Kettering,Greene County/Montgomery County,OH,Ohio,City,39.69599,-84.15044,55525,25089,50608,13093.542,94.0
SO - 0001462,2016-10-28,Distributor,USD,AXW291,5,5038.4,25192.0,2720.736,Linkbuzz Ltd,Product 14,Aurora (Township),Kane County,IL,Illinois,Township,41.76887,-88.31893,148308,44798,49797,22471.264,89.2
SO - 000555,2016-10-28,Wholesale,USD,AXW291,5,1045.2,5226.0,804.804,Eayo Company,Product 17,Sioux City,Plymouth County/Woodbury County,IA,Iowa,City,42.49567,-96.39053,82821,31261,43888,4421.196,84.6
SO - 0006001,2016-10-28,Distributor,USD,NXH382,10,1889.4,18894.0,1549.308,Brightdog Corp,Product 14,Harrisonburg,Harrisonburg city,VA,Virginia,City,38.44957,-78.86892,52538,16409,38750,17344.692,91.8
SO - 000317,2016-10-28,Distributor,USD,AXW291,6,2881.0,17286.0,1584.55,Twinte Group,Product 2,Normal,McLean County,IL,Illinois,Town,40.5142,-88.99063,54373,19070,52102,15701.45,90.83
SO - 0004864,2016-10-28,Wholesale,USD,AXW291,9,1011.7,9105.3,414.797,Neutrogena Ltd,Product 17,Everett,Snohomish County,WA,Washington,City,47.97898,-122.20208,108010,42079,49578,8690.503,95.44
SO - 0007440,2016-10-28,Wholesale,USD,AXW291,5,227.8,1139.0,157.182,Family Corp,Product 22,Ontario,San Bernardino County,CA,California,City,34.06334,-117.65089,171214,47375,54114,981.818,86.2
SO - 0007405,2016-10-28,Wholesale,USD,NXH382,8,891.1,7128.8,623.77,Dazzlesphe Corp,Product 4,New Brunswick,Middlesex County,NJ,New Jersey,City,40.48622,-74.45182,57035,14329,38435,6505.03,91.25
SO - 0006797,2016-10-28,Wholesale,USD,AXW291,6,6525.8,39154.8,3589.19,sanofi-ave Group,Product 13,Sioux City,Plymouth County/Woodbury County,IA,Iowa,City,42.49567,-96.39053,82821,31261,43888,35565.61,90.83
SO - 0008390,2016-10-28,Wholesale,USD,NXH382,9,207.7,1869.3,95.542,Aveda Group,Product 6,Wichita,Sedgwick County,KS,Kansas,City,37.69224,-97.33754,389965,150683,45947,1773.758,94.89
SO - 0004174,2016-10-29,Wholesale,USD,NXH382,10,2378.5,23785.0,1879.015,Pfizer Corp,Product 23,Encinitas,San Diego County,CA,California,City,33.03699,-117.29198,62930,23465,95149,21905.985,92.1
SO - 0008912,2016-10-29,Distributor,USD,AXW291,8,3986.5,31892.0,1913.52,Bluezoom Group,Product 14,Florin,Sacramento County,CA,California,CDP,38.49602,-121.40884,50791,15247,39998,29978.48,94.0
SO - 000791,2016-10-29,Export,USD,AXW291,5,3108.8,15544.0,1896.368,Jayo Company,Product 17,Fort Collins,Larimer County,CO,Colorado,City,40.58526,-105.08442,161175,58918,55647,13647.632,87.8
SO - 000884,2016-10-29,Distributor,USD,NXH382,9,5380.1,48420.9,3174.259,Deseret Group,Product 26,Plainfield (Township),Will County,IL,Illinois,Township,41.59381,-88.19968,81678,23935,84786,45246.641,93.44
SO - 0001461,2016-10-29,Wholesale,USD,AXW291,12,5199.2,62390.4,2859.56,Organon Corp,Product 16,Hartford (Town),Hartford County,CT,Connecticut,Town,41.76593,-72.68158,124006,45239,30630,59530.84,95.42
SO - 0001986,2016-10-29,Export,USD,GUT930,10,221.1,2211.0,108.339,Kare Corp,Product 2,Redding,Shasta County,CA,California,City,40.58654,-122.39168,91582,35436,43341,2102.661,95.1
SO - 0003250,2016-10-29,Distributor,USD,AXW291,12,1159.1,13909.2,950.462,GOOD Ltd,Product 8,Hanover,Cook County,IL,Illinois,Township,42.02803,-88.20364,101296,32297,73620,12958.738,93.17
SO - 0001023,2016-10-29,Distributor,USD,AXW291,5,214.4,1072.0,130.784,NCS Group,Product 2,Perris,Riverside County,CA,California,City,33.78252,-117.22865,74971,16297,49325,941.216,87.8
SO - 0006343,2016-10-29,Distributor,USD,AXW291,10,1869.3,18693.0,1271.124,Twimbo Company,Product 18,Madera,Madera County,CA,California,City,36.96134,-120.06072,64208,16791,40457,17421.876,93.2
SO - 0001083,2016-10-29,Export,USD,GUT930,6,1842.5,11055.0,976.525,Accord Group,Product 4,Orem,Utah County,UT,Utah,City,40.2969,-111.69465,94457,26149,55166,10078.475,91.17
SO - 0001207,2016-10-29,Wholesale,USD,AXW291,8,5145.6,41164.8,3601.92,Muxo Group,Product 2,Roseville,Placer County,CA,California,City,38.75212,-121.28801,130269,46547,75867,37562.88,91.25
SO - 0003476,2016-10-29,Distributor,USD,AXW291,9,830.8,7477.2,697.872,Terumo Corp,Product 20,North Richland Hills,Tarrant County,TX,Texas,City,32.8343,-97.2289,69204,24963,63766,6779.328,90.67
SO - 0003858,2016-10-29,Export,USD,AXW291,12,3644.8,43737.6,2842.944,Blogtags Ltd,Product 14,Manhattan,Riley County/Pottawatomie County,KS,Kansas,City,39.18831,-96.60586,56308,20722,43104,40894.656,93.5
SO - 0004747,2016-10-29,Distributor,USD,GUT930,8,1869.3,14954.4,1476.747,Ascend Ltd,Product 24,Federal Way,King County,WA,Washington,City,47.32232,-122.31262,95171,34117,55673,13477.653,90.12
SO - 0003586,2016-10-29,Export,USD,NXH382,10,3832.4,38324.0,1571.284,GOOD Ltd,Product 6,Mesquite,Kaufman County/Dallas County,TX,Texas,City,32.76288,-96.58877,144788,47795,49604,36752.716,95.9
SO - 0001290,2016-10-29,Distributor,USD,AXW291,9,891.1,8019.9,650.503,Mita Corp,Product 25,National City,San Diego County,CA,California,City,32.67806,-117.09917,61060,15332,41437,7369.397,91.89
SO - 0002905,2016-10-29,Wholesale,USD,AXW291,9,2753.7,24783.3,1679.757,Snaptags Ltd,Product 13,Cupertino,Santa Clara County,CA,California,City,37.323,-122.03218,60572,20422,141953,23103.543,93.22
SO - 0009708,2016-10-29,Wholesale,USD,AXW291,7,3477.3,24341.1,1390.92,Ozu Ltd,Product 19,Dublin,Alameda County,CA,California,City,37.70215,-121.93579,57721,17321,118773,22950.18,94.29
SO - 0002847,2016-10-29,Distributor,USD,NXH382,9,1118.9,10070.1,559.45,Bath Group,Product 15,Shelby,Macomb County,MI,Michigan,Charter Township,42.6731,-83.03656,77643,29464,65404,9510.65,94.44
SO - 0001728,2016-10-29,Wholesale,USD,GUT930,5,2599.6,12998.0,2027.688,Avamba Company,Product 20,Casa Grande,Pinal County,AZ,Arizona,City,32.8795,-111.75735,51460,17391,44348,10970.312,84.4
SO - 0002920,2016-10-29,Distributor,USD,GUT930,5,1058.6,5293.0,550.472,Janyx Group,Product 15,Sanford,Seminole County,FL,Florida,City,28.80055,-81.27312,58111,19039,38273,4742.528,89.6
SO - 0005811,2016-10-29,Distributor,USD,GUT930,10,3966.4,39664.0,2895.472,Shuffledri Group,Product 16,Porterville,Tulare County,CA,California,City,36.06523,-119.01677,56058,15821,38456,36768.528,92.7
SO - 0009170,2016-10-29,Wholesale,USD,AXW291,7,201.0,1407.0,120.6,Rhynoodle Ltd,Product 4,Tacoma,Pierce County,WA,Washington,City,47.25288,-122.44429,207948,79026,52042,1286.4,91.43
SO - 0002174,2016-10-29,Distributor,USD,GUT930,7,2579.5,18056.5,2140.985,Z.H.T. Group,Product 25,Oak Park (Township),Cook County,IL,Illinois,Township,41.88716,-87.78994,52287,21612,80196,15915.515,88.14
SO - 0004814,2016-10-29,Distributor,USD,GUT930,8,1078.7,8629.6,809.025,H Ltd,Product 13,Lakewood,Jefferson County,CO,Colorado,City,39.70471,-105.08137,152597,63159,56954,7820.575,90.62
SO - 0008501,2016-10-29,Wholesale,USD,AXW291,7,2525.9,17681.3,1338.727,Unit Ltd,Product 27,Middletown,Monmouth County,NJ,New Jersey,Township,40.40709,-74.06984,66024,23674,102474,16342.573,92.43
SO - 0002384,2016-10-29,Wholesale,USD,NXH382,8,1165.8,9326.4,967.614,Zooxo Ltd,Product 25,Lehigh Acres,Lee County,FL,Florida,CDP,26.62535,-81.6248,106747,31831,40226,8358.786,89.62
SO - 0002427,2016-10-29,Wholesale,USD,AXW291,9,6499.0,58491.0,4549.3,Jayo Company,Product 14,Charleston,Berkeley County/Charleston County,SC,South Carolina,City,32.81793,-79.95896,132609,52450,55546,53941.7,92.22
SO - 0004071,2016-10-29,Distributor,USD,GUT930,5,723.6,3618.0,361.8,Voolia Ltd,Product 27,Fullerton,Orange County,CA,California,City,33.87029,-117.92534,140847,45031,65974,3256.2,90.0
SO - 0008924,2016-10-29,Wholesale,USD,AXW291,5,2371.8,11859.0,1565.388,Dynazzy Company,Product 13,Fayetteville,Washington County,AR,Arkansas,City,36.06258,-94.15743,82830,33063,39432,10293.612,86.8
SO - 0008353,2016-10-29,Distributor,USD,GUT930,11,3999.9,43998.9,3119.922,Oba Company,Product 25,Bayonne,Hudson County,NJ,New Jersey,City,40.66871,-74.11431,66311,25474,54413,40878.978,92.91
SO - 0004802,2016-10-29,Wholesale,USD,FLR025,6,1065.3,6391.8,798.975,Aromaticos Company,Product 3,Thousand Oaks,Ventura County,CA,California,City,34.17056,-118.8375,129339,45912,100946,5592.825,87.5
SO - 0008262,2016-10-30,Distributor,USD,AXW291,5,227.8,1139.0,161.738,Shuffledri Group,Product 26,Columbus,Delaware County/Franklin County/Fairfield County,OH,Ohio,City,39.98524,-82.98477,850106,334724,45659,977.262,85.8
SO - 0007502,2016-10-30,Wholesale,USD,NXH382,6,1996.6,11979.6,1417.586,Johnson Ltd,Product 1,Framingham,Middlesex County,MA,Massachusetts,Town,42.30791,-71.4362,71209,27028,68219,10562.014,88.17
SO - 000150,2016-10-30,Wholesale,USD,AXW291,5,3638.1,18190.5,1455.24,Zoonder Group,Product 18,Union,Union County,NJ,New Jersey,Township,40.69527,-74.26908,58128,20522,75742,16735.26,92.0
SO - 0003603,2016-10-30,Wholesale,USD,NXH382,9,964.8,8683.2,501.696,Mycone Ltd,Product 10,Passaic,Passaic County,NJ,New Jersey,City,40.85677,-74.12848,71085,19802,31832,8181.504,94.22
SO - 0004456,2016-10-30,Wholesale,USD,GUT930,12,2572.8,30873.6,1312.128,Zooveo Company,Product 25,Grand Forks,Grand Forks County,ND,North Dakota,City,47.92526,-97.03285,57011,23319,46149,29561.472,95.75
SO - 0006336,2016-10-30,Wholesale,USD,AXW291,7,2934.6,20542.2,2230.296,Skajo Ltd,Product 13,San Marcos,San Diego County,CA,California,City,33.14337,-117.16614,92931,28738,57822,18311.904,89.14
SO - 0010322,2016-10-30,Wholesale,USD,AXW291,6,241.2,1447.2,205.02,Eayo Company,Product 6,Hesperia,San Bernardino County,CA,California,City,34.42639,-117.30088,93295,26253,44874,1242.18,85.83
SO - 0009893,2016-10-30,Wholesale,USD,FLR025,7,1098.8,7691.6,582.364,Cogidoo Company,Product 3,Centreville,Fairfax County,VA,Virginia,CDP,38.84039,-77.42888,73677,24618,105278,7109.236,92.43
SO - 0006440,2016-10-30,Distributor,USD,FLR025,5,2472.3,12361.5,1928.394,Voolia Ltd,Product 25,West Bloomfield,Oakland County,MI,Michigan,Charter Township,42.56923,-83.38727,65885,24453,91028,10433.106,84.4
SO - 0006908,2016-10-30,Distributor,USD,GUT930,6,2485.7,14914.2,1715.133,Realbuzz Ltd,Product 14,Beavercreek (Township),Greene County,OH,Ohio,Township,39.72765,-84.03425,53427,21060,85670,13199.067,88.5
SO - 0008957,2016-10-30,Wholesale,USD,GUT930,12,958.1,11497.2,440.726,Trunyx Ltd,Product 11,Commerce City,Adams County,CO,Colorado,City,39.80832,-104.93387,53696,14704,66053,11056.474,96.17
SO - 0010777,2016-10-30,Wholesale,USD,AXW291,6,911.2,5467.2,446.488,Aveda Group,Product 13,San Leandro,Alameda County,CA,California,City,37.72493,-122.15608,90712,31363,62761,5020.712,91.83
SO - 0005564,2016-10-30,Wholesale,USD,NXH382,7,1943.0,13601.0,913.21,General Company,Product 15,Mission,Hidalgo County,TX,Texas,City,26.21591,-98.32529,83298,24070,41818,12687.79,93.29
SO - 0006288,2016-10-30,Distributor,USD,AXW291,9,1038.5,9346.5,571.175,Realbridge Corp,Product 6,Union,Union County,NJ,New Jersey,Township,40.69527,-74.26908,58128,20522,75742,8775.325,93.89
SO - 0006713,2016-10-30,Distributor,USD,NXH382,11,2492.4,27416.4,1246.2,CARDINAL Group,Product 6,Alafaya,Orange County,FL,Florida,CDP,28.5641,-81.2114,85561,28286,63449,26170.2,95.45
SO - 0008413,2016-10-30,Wholesale,USD,AXW291,11,1172.5,12897.5,750.4,Yombu Corp,Product 9,Menifee,Riverside County,CA,California,City,33.72835,-117.14642,87174,27524,55985,12147.1,94.18
SO - 0008562,2016-10-30,Wholesale,USD,NXH382,5,234.5,1172.5,189.945,Thoughtmix Ltd,Product 14,Danbury,Fairfield County,CT,Connecticut,City,41.39482,-73.45401,84657,28894,66676,982.555,83.8
SO - 0004056,2016-10-30,Wholesale,USD,NXH382,10,5835.7,58357.0,3267.992,Jabbercube Corp,Product 15,Tyler,Smith County,TX,Texas,City,32.35126,-95.30106,103700,37644,42840,55089.008,94.4
SO - 0007784,2016-10-30,Wholesale,USD,AXW291,7,1112.2,7785.4,589.466,Centizu Company,Product 19,Dayton,Montgomery County,OH,Ohio,City,39.75895,-84.19161,140599,57316,27683,7195.934,92.43
SO - 0002333,2016-10-30,Distributor,USD,NXH382,7,1802.3,12616.1,1135.449,WOONSOCKET Corp,Product 24,Lakeland,Polk County,FL,Florida,City,28.03947,-81.9498,104401,39376,39706,11480.651,91.0
SO - 000929,2016-10-30,Export,USD,AXW291,9,261.3,2351.7,198.588,General Company,Product 15,Midwest City,Oklahoma County,OK,Oklahoma,City,35.44951,-97.3967,57249,23206,44578,2153.112,91.56
SO - 000964,2016-10-30,Wholesale,USD,AXW291,10,268.0,2680.0,123.28,Wordtune Company,Product 19,Montebello,Los Angeles County,CA,California,City,34.00944,-118.10528,63921,19816,45875,2556.72,95.4
SO - 0001848,2016-10-30,Wholesale,USD,GUT930,10,3651.5,36515.0,1606.66,Wordware Company,Product 2,Minneapolis,Hennepin County,MN,Minnesota,City,44.97997,-93.26384,410939,168385,51480,34908.34,95.6
SO - 0004742,2016-10-30,Wholesale,USD,GUT930,11,3946.3,43409.3,2525.632,Camido Company,Product 1,Miami,Montgomery County,OH,Ohio,Township,39.62657,-84.26395,50644,21873,51252,40883.668,94.18
SO - 0005646,2016-10-30,Distributor,USD,GUT930,7,1085.4,7597.8,445.014,Terumo Corp,Product 22,College Station,Brazos County,TX,Texas,City,30.62798,-96.33441,107889,36175,34186,7152.786,94.14
SO - 0009100,2016-10-30,Export,USD,FLR025,8,1795.6,14364.8,772.108,Flipbug Ltd,Product 1,Paterson,Passaic County,NJ,New Jersey,City,40.91677,-74.17181,147754,43037,32915,13592.692,94.62
SO - 0010650,2016-10-30,Wholesale,USD,AXW291,9,3758.7,33828.3,2706.264,Buzzshare Company,Product 10,Greensboro,Guilford County,NC,North Carolina,City,36.07264,-79.79198,285342,114080,41628,31122.036,92.0
SO - 0008530,2016-10-30,Export,USD,NXH382,9,1005.0,9045.0,542.7,Deseret Group,Product 1,Brookhaven,DeKalb County,GA,Georgia,City,33.85844,-84.3402,51910,21780,69277,8502.3,94.0
SO - 000427,2016-10-30,Export,USD,GUT930,8,3859.2,30873.6,2354.112,Jaxbean Group,Product 17,Oyster Bay,Nassau County,NY,New York,Town,40.80049,-73.51056,298768,98509,112162,28519.488,92.38
SO - 000483,2016-10-30,Distributor,USD,AXW291,12,864.3,10371.6,700.083,Camido Company,Product 1,Topeka,Shawnee County,KS,Kansas,City,39.04833,-95.67804,127265,52711,42250,9671.517,93.25
SO - 0001535,2016-10-30,Wholesale,USD,NXH382,6,844.2,5065.2,430.542,Vinte Group,Product 9,Waukesha,Waukesha County,WI,Wisconsin,City,43.01168,-88.23148,71970,28331,59547,4634.658,91.5
SO - 0004030,2016-10-30,Export,USD,GUT930,11,1748.7,19235.7,1451.421,Skidoo Company,Product 26,Auburn,Lee County,AL,Alabama,City,32.60986,-85.48078,62059,21767,38342,17784.279,92.45
SO - 0002381,2016-10-30,Wholesale,USD,AXW291,7,1976.5,13835.5,1462.61,Jabbercube Corp,Product 5,Cincinnati,Hamilton County,OH,Ohio,City,39.162,-84.45689,298550,133039,33604,12372.89,89.43
SO - 0003122,2016-10-30,Wholesale,USD,NXH382,9,1983.2,17848.8,1685.72,Eire Corp,Product 22,Enid,Garfield County,OK,Oklahoma,City,36.39559,-97.87839,51776,19531,46365,16163.08,90.56
SO - 0006101,2016-10-30,Wholesale,USD,AXW291,12,6210.9,74530.8,3353.886,Meejo Corp,Product 23,Hanover,Cook County,IL,Illinois,Township,42.02803,-88.20364,101296,32297,73620,71176.914,95.5
SO - 0006846,2016-10-30,Wholesale,USD,GUT930,11,1085.4,11939.4,770.634,Chatterpoi Corp,Product 30,Schaumburg (Township),Cook County,IL,Illinois,Township,42.02911,-88.08951,132162,49006,74034,11168.766,93.55
SO - 0010544,2016-10-30,Wholesale,USD,AXW291,6,864.3,5185.8,656.868,Eayo Company,Product 14,Kingsport,Hawkins County/Sullivan County,TN,Tennessee,City,36.51989,-82.54464,53014,23615,37465,4528.932,87.33
SO - 0001482,2016-10-30,Wholesale,USD,NXH382,6,180.9,1085.4,121.203,Jaxbean Group,Product 27,Visalia,Tulare County,CA,California,City,36.33023,-119.29206,130104,41730,52157,964.197,88.83
SO - 0009795,2016-10-30,Wholesale,USD,AXW291,6,3370.1,20220.6,2257.967,Dynazzy Company,Product 17,Bowie,Prince George's County,MD,Maryland,City,38.94278,-76.73028,58025,19885,105959,17962.633,88.83
SO - 000119,2016-10-30,Distributor,USD,FLR025,5,5581.1,27905.5,4130.014,Pixoboo Corp,Product 26,Idaho Falls,Bonneville County,ID,Idaho,City,43.46658,-112.03414,59184,20945,44580,23775.486,85.2
SO - 000544,2016-10-30,Wholesale,USD,AXW291,6,3725.2,22351.2,2048.86,Pixoboo Corp,Product 10,Tuscaloosa,Tuscaloosa County,AL,Alabama,City,33.20984,-87.56917,98332,32468,39351,20302.34,90.83
SO - 0001721,2016-10-30,Wholesale,USD,AXW291,11,5621.3,61834.3,4272.188,Aromaticos Company,Product 4,Commerce City,Adams County,CO,Colorado,City,39.80832,-104.93387,53696,14704,66053,57562.112,93.09
SO - 0009926,2016-10-31,Wholesale,USD,FLR025,8,167.5,1340.0,77.05,GOOD Ltd,Product 17,Danbury (Town),Fairfield County,CT,Connecticut,Town,41.39874,-73.4781,84657,28894,66676,1262.95,94.25
SO - 0008020,2016-10-31,Distributor,USD,NXH382,5,1139.0,5695.0,785.91,Pfizer Corp,Product 26,Lawrence (Township),Marion County,IN,Indiana,Township,39.8716,-86.01156,123397,48011,50411,4909.09,86.2
SO - 0005688,2016-10-31,Export,USD,AXW291,9,3926.2,35335.8,2473.506,Zoovu Corp,Product 20,Glendale,Los Angeles County,CA,California,City,34.14251,-118.25508,201020,71498,52574,32862.294,93.0
SO - 0007354,2016-10-31,Distributor,USD,GUT930,6,3845.8,23074.8,2845.892,Amerisourc Corp,Product 14,Babylon (Town),Suffolk County,NY,New York,Town,40.64092,-73.31669,213776,68789,80327,20228.908,87.67
SO - 0006263,2016-10-31,Wholesale,USD,NXH382,10,2405.3,24053.0,1635.604,Tambee Company,Product 15,Sanford,Seminole County,FL,Florida,City,28.80055,-81.27312,58111,19039,38273,22417.396,93.2
SO - 0009894,2016-10-31,Wholesale,USD,AXW291,9,3095.4,27858.6,1392.93,Wordtune Company,Product 26,North Richland Hills,Tarrant County,TX,Texas,City,32.8343,-97.2289,69204,24963,63766,26465.67,95.0
SO - 0007469,2016-10-31,Export,USD,NXH382,11,2425.4,26679.4,1600.764,Mita Corp,Product 2,Sterling Heights,Macomb County,MI,Michigan,City,42.58031,-83.0302,132052,49444,60089,25078.636,94.0
SO - 000356,2016-10-31,Wholesale,USD,NXH382,9,1748.7,15738.3,1136.655,Natures Group,Product 4,Joplin,Newton County/Jasper County,MO,Missouri,City,37.07636,-94.50121,51818,20930,38169,14601.645,92.78
SO - 0010242,2016-10-31,Export,USD,AXW291,7,1011.7,7081.9,819.477,Gabvine Ltd,Product 23,Midwest City,Oklahoma County,OK,Oklahoma,City,35.44951,-97.3967,57249,23206,44578,6262.423,88.43
